"hfpxzc href","qBF1Pd","W4Efsd 2","W4Efsd 3"
"https://www.google.com/maps/place/Yakupabdal+Sondurak/data=!4m7!3m6!1s0x14d35a5c6bca7bfd:0xcefb335315a7037d!8m2!3d39.832242!4d32.950743!16s%2Fg%2F11b7qf3l00!19sChIJ_XvKa1xa0xQRfQOnFVMz-84?authuser=0&hl=tr&rclk=1","Yakupabdal Sondurak","",""
"https://www.google.com/maps/place/Vedat+Dalokay+Son+Durak/data=!4m7!3m6!1s0x14d34fc122551a11:0x4be49ab70d2a2258!8m2!3d39.8990152!4d32.8796137!16s%2Fg%2F11b7q93qxp!19sChIJERpVIsFP0xQRWCIqDbea5Es?authuser=0&hl=tr&rclk=1","Vedat Dalokay Son Durak","·","Vedat Dalokay Cd."
"https://www.google.com/maps/place/Be%C5%9Fevler+Hareket+Noktas%C4%B1/data=!4m7!3m6!1s0x14d34edf1e92acdb:0x30822b3ab5d2828!8m2!3d39.9324348!4d32.8273007!16s%2Fg%2F11b7q8dcmx!19sChIJ26ySHt9O0xQRKChdq7MiCAM?authuser=0&hl=tr&rclk=1","Beşevler Hareket Noktası","·","Bahriye Üçok Cd."
"https://www.google.com/maps/place/Z%C3%BCbeyde+Han%C4%B1m+Yurt+M%C3%BCd%C3%BCrl%C3%BC%C4%9F%C3%BC/data=!4m7!3m6!1s0x14d34f2ede07ff15:0x5e31ffeaba369e03!8m2!3d39.9280484!4d32.8165558!16s%2Fg%2F11c54gqmbm!19sChIJFf8H3i5P0xQRA542uur_MV4?authuser=0&hl=tr&rclk=1","Zübeyde Hanım Yurt Müdürlüğü","",""
"https://www.google.com/maps/place/36.+Durak/data=!4m7!3m6!1s0x14d35a61cceaa635:0x4bdf60a99277f806!8m2!3d39.840069!4d32.944732!16s%2Fg%2F11b7q64kv0!19sChIJNabqzGFa0xQRBvh3kqlg30s?authuser=0&hl=tr&rclk=1","36. Durak","",""
"https://www.google.com/maps/place/G%C3%BCvenpark/data=!4m7!3m6!1s0x14d34faa7ea4e99d:0x4d3a3a13421c99d0!8m2!3d39.919312!4d32.853902!16s%2Fg%2F11c1rf7mhv!19sChIJnemkfqpP0xQR0JkcQhM6Ok0?authuser=0&hl=tr&rclk=1","Güvenpark","",""
"https://www.google.com/maps/place/S%C4%B1hhiye/data=!4m7!3m6!1s0x14d34e57c301e819:0xcb2b10088606939!8m2!3d39.9295826!4d32.8544081!16s%2Fg%2F11c54c3wz0!19sChIJGegBw1dO0xQROWlgiACxsgw?authuser=0&hl=tr&rclk=1","Sıhhiye","",""
"https://www.google.com/maps/place/Otob%C3%BCs+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d33ecea1ce227f:0x477bb3b10b11d4a6!8m2!3d39.868739!4d32.657368!16s%2Fg%2F11b7q1qt2q!19sChIJfyLOoc4-0xQRptQRC7Gze0c?authuser=0&hl=tr&rclk=1","Otobüs Durağı","·","3036. Cd."
"https://www.google.com/maps/place/Bah%C3%A7elievler/data=!4m7!3m6!1s0x14d34f2f1f8dd047:0xea8d0b1eb29c7e50!8m2!3d39.9281501!4d32.817166!16s%2Fg%2F11b7q72wn8!19sChIJR9CNHy9P0xQRUH6csh4Ljeo?authuser=0&hl=tr&rclk=1","Bahçelievler","",""
"https://www.google.com/maps/place/Otob%C3%BCs+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d338f20ecb90e3:0x9501120dd28864c2!8m2!3d39.890908!4d32.690851!16s%2Fg%2F11b7q309sf!19sChIJ45DLDvI40xQRwmSI0g0SAZU?authuser=0&hl=tr&rclk=1","Otobüs Durağı","·","Ankaralılar Cd."
"https://www.google.com/maps/place/Karata%C5%9F+K%C3%B6y%C3%BC+Son+Durak/data=!4m7!3m6!1s0x14d344b5c1bf4bf1:0x2b385f2b87c88928!8m2!3d39.81571!4d32.89421!16s%2Fg%2F11byclhwv6!19sChIJ8Uu_wbVE0xQRKInIhytfOCs?authuser=0&hl=tr&rclk=1","Karataş Köyü Son Durak","·","Karataş Yolu"
"https://www.google.com/maps/place/Me%C5%9Frutiyet+Caddesi/data=!4m7!3m6!1s0x14d34fabaffe7ef3:0xd78f4f615d7b9cab!8m2!3d39.9179253!4d32.857128!16s%2Fg%2F11b7q7ymqw!19sChIJ837-r6tP0xQRq5x7XWFPj9c?authuser=0&hl=tr&rclk=1","Meşrutiyet Caddesi","·","Meşrutiyet Cd."
"https://www.google.com/maps/place/D%C3%B6rtevler/data=!4m7!3m6!1s0x14d340a719668145:0xe79f693368000ba5!8m2!3d39.84112!4d32.72059!16s%2Fg%2F11b7q308zz!19sChIJRYFmGadA0xQRpQsAaDNpn-c?authuser=0&hl=tr&rclk=1","Dörtevler","·","Güneyce Çay Sitesi Yolu"
"https://www.google.com/maps/place/Anadolu+Meydan%C4%B1/data=!4m7!3m6!1s0x14d34ee5bd1223bb:0xca6126bc731cb7e0!8m2!3d39.93454!4d32.83872!16s%2Fg%2F11b7p_mft5!19sChIJuyMSveVO0xQR4Lccc7wmYco?authuser=0&hl=tr&rclk=1","Anadolu Meydanı","·","anitkabir gidis"
"https://www.google.com/maps/place/35.+Durak/data=!4m7!3m6!1s0x14d34ede5741ba1d:0xcc124ece50b748bb!8m2!3d39.932732!4d32.828466!16s%2Fg%2F11b7qdwjnl!19sChIJHbpBV95O0xQRu0i3UM5OEsw?authuser=0&hl=tr&rclk=1","35. Durak","·","Dögol Cd."
"https://www.google.com/maps/place/Otob%C3%BCs+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d338b64f206c7d:0x2aadbf98180d006c!8m2!3d39.867365!4d32.697394!16s%2Fg%2F11byckmbsl!19sChIJfWwgT7Y40xQRbAANGJi_rSo?authuser=0&hl=tr&rclk=1","Otobüs Durağı","·","2770. Sk."
"https://www.google.com/maps/place/Odt%C3%BC+Kimya+M%C3%BChendisli%C4%9Fi+B%C3%B6l%C3%BCm%C3%BC+Otob%C3%BCs+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d34640fbb0e279:0xe5ca7ccaf0a6df2e!8m2!3d39.887332!4d32.782587!16s%2Fg%2F11b7q6rljl!19sChIJeeKw-0BG0xQRLt-m8Mp8yuU?authuser=0&hl=tr&rclk=1","Odtü Kimya Mühendisliği Bölümü Otobüs Durağı","·","ODTÜ Kampüsü"
"https://www.google.com/maps/place/Pazar+Yeri/data=!4m7!3m6!1s0x14d34f4e2b76d391:0x7b49acbd10f532d9!8m2!3d39.9062755!4d32.8167298!16s%2Fg%2F11b7q469tf!19sChIJkdN2K05P0xQR2TL1EL2sSXs?authuser=0&hl=tr&rclk=1","Pazar Yeri","·","Ziyabey Cd."
"https://www.google.com/maps/place/Otob%C3%BCs+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d33e59bbb5645b:0x6151f749b42301c3!8m2!3d39.83282!4d32.659796!16s%2Fg%2F11bycklmqs!19sChIJW2S1u1k-0xQRwwEjtEn3UWE?authuser=0&hl=tr&rclk=1","Otobüs Durağı","·","3460. Sk"
"https://www.google.com/maps/place/Tesviyeciler+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d34e927c2e7fc1:0x8b262051f92999c0!8m2!3d39.94632!4d32.84214!16s%2Fg%2F11c49r09x0!19sChIJwX8ufJJO0xQRwJkp-VEgJos?authuser=0&hl=tr&rclk=1","Tesviyeciler Durağı","",""
"https://www.google.com/maps/place/A%C5%9Fti/data=!4m7!3m6!1s0x14d34f35d0958721:0xdd298920627160c5!8m2!3d39.9182244!4d32.813634!16s%2Fg%2F11cs1sdxvg!19sChIJIYeV0DVP0xQRxWBxYiCJKd0?authuser=0&hl=tr&rclk=1","Aşti","",""
"https://www.google.com/maps/place/Ankara+Y%C3%BCksek+H%C4%B1zl%C4%B1+Tren+Gar%C4%B1/data=!4m7!3m6!1s0x14d34ee556d5bf35:0xc9d9b766797679b8!8m2!3d39.9345711!4d32.841855!16s%2Fg%2F11bycfw2h8!19sChIJNb_VVuVO0xQRuHl2eWa32ck?authuser=0&hl=tr&rclk=1","Ankara Yüksek Hızlı Tren Garı","·","Celal Bayar Blv."
"https://www.google.com/maps/place/%C3%87ar%C5%9F%C4%B1+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d33eb0cc6fce19:0x42ac866895835051!8m2!3d39.869718!4d32.644361!16s%2Fg%2F11h4kwdfrr!19sChIJGc5vzLA-0xQRUVCDlWiGrEI?authuser=0&hl=tr&rclk=1","Çarşı Durağı","",""
"https://www.google.com/maps/place/%C3%96ve%C3%A7ler+Vadisi/data=!4m7!3m6!1s0x14d34f5e27613121:0x1a40bd7d39ef178a!8m2!3d39.8953826!4d32.83105!16s%2Fg%2F11b7q6w1yk!19sChIJITFhJ15P0xQRihfvOX29QBo?authuser=0&hl=tr&rclk=1","Öveçler Vadisi","·","Çetin Emeç Blv"
"https://www.google.com/maps/place/Otob%C3%BCs+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d338cf2835d329:0xe4500b1f273481fd!8m2!3d39.870404!4d32.689349!16s%2Fg%2F11b7q5v9kn!19sChIJKdM1KM840xQR_YE0Jx8LUOQ?authuser=0&hl=tr&rclk=1","Otobüs Durağı","·","2844. Sk."
"https://www.google.com/maps/place/Silahtar+Caddesi+1.+Durak/data=!4m7!3m6!1s0x14d348d80043ec55:0x53b0a1d63a105617!8m2!3d39.939963!4d32.797051!16s%2Fg%2F11h1mkzcd1!19sChIJVexDANhI0xQRF1YQOtahsFM?authuser=0&hl=tr&rclk=1","Silahtar Caddesi 1. Durak","",""
"https://www.google.com/maps/place/45.+Durak/data=!4m7!3m6!1s0x14d34926600ed7f5:0xc883604ecc09c859!8m2!3d39.944199!4d32.794399!16s%2Fg%2F11b7q6v9vc!19sChIJ9dcOYCZJ0xQRWcgJzE5gg8g?authuser=0&hl=tr&rclk=1","45. Durak","·","Cumhurbaşkanlığı Blv"
"https://www.google.com/maps/place/Vedat+Dalokay+Son+Durak/data=!4m7!3m6!1s0x14d34fc13d353d45:0x44d6b0e10d4e8331!8m2!3d39.89877!4d32.87966!16s%2Fg%2F11c1qrtxss!19sChIJRT01PcFP0xQRMYNODeGw1kQ?authuser=0&hl=tr&rclk=1","Vedat Dalokay Son Durak","",""
"https://www.google.com/maps/place/Ku%C4%9Fulu+Park/data=!4m7!3m6!1s0x14d34fa2402f906f:0x1c852f55663133ba!8m2!3d39.902356!4d32.8608!16s%2Fg%2F11b7q0b2rr!19sChIJb5AvQKJP0xQRujMxZlUvhRw?authuser=0&hl=tr&rclk=1","Kuğulu Park","",""
"https://www.google.com/maps/place/Anadolu+Meydan%C4%B1/data=!4m7!3m6!1s0x14d34ee6777aa105:0x66069d3de2f4d2c8!8m2!3d39.9348707!4d32.8364579!16s%2Fg%2F11b7qdwmvn!19sChIJBaF6d-ZO0xQRyNL04j2dBmY?authuser=0&hl=tr&rclk=1","Anadolu Meydanı","·","Dögol Cd."
"https://www.google.com/maps/place/K%C4%B1z%C4%B1lay/data=!4m7!3m6!1s0x14d34e55915b9d65:0xdb597a74cd1c1657!8m2!3d39.92476!4d32.85456!16s%2Fg%2F11cs1b_fmk!19sChIJZZ1bkVVO0xQRVxYczXR6Wds?authuser=0&hl=tr&rclk=1","Kızılay","",""
"https://www.google.com/maps/place/G%C3%BCvenpark+Minib%C3%BCs+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d34f00921c3839:0x2f59e5050611018c!8m2!3d39.919382!4d32.852499!16s%2Fg%2F1tdf_yz1!19sChIJOTgckgBP0xQRjAERBgXlWS8?authuser=0&hl=tr&rclk=1","Güvenpark Minibüs Durağı","Kapalı","⋅ Açılış zamanı: Çar 00:55"
"https://www.google.com/maps/place/Otel+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d34ef5194c2013:0x7866c3bc0e7fb558!8m2!3d39.93976!4d32.85116!16s%2Fg%2F11c49950pj!19sChIJEyBMGfVO0xQRWLV_DrzDZng?authuser=0&hl=tr&rclk=1","Otel Durağı","",""
"https://www.google.com/maps/place/Gazi+Orduevi+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d348c3902713db:0xa534b672bf4a5d56!8m2!3d39.92969!4d32.79081!16s%2Fg%2F11cp6brbg2!19sChIJ2xMnkMNI0xQRVl1Kv3K2NKU?authuser=0&hl=tr&rclk=1","Gazi Orduevi Durağı","",""
"https://www.google.com/maps/place/Otob%C3%BCs+Dura%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d343e744705887:0xd7932fda038ce6a7!8m2!3d39.80595!4d32.815116!16s%2Fg%2F11b7q7dvm3!19sChIJh1hwROdD0xQRp-aMA9ovk9c?authuser=0&hl=tr&rclk=1","Otobüs Durağı","·","832. Sk."
"https://www.google.com/maps/place/1.+Durak/data=!4m7!3m6!1s0x14d34f2c04e23bcb:0x48eb3d18f017d84d!8m2!3d39.929562!4d32.81357!16s%2Fg%2F11b7q82hfp!19sChIJyzviBCxP0xQRTdgX8Bg960g?authuser=0&hl=tr&rclk=1","1. Durak","·","Alparslan Türkeş Cd."
"https://www.google.com/maps/place/Atatepe+Sitesi/data=!4m7!3m6!1s0x14d348b6eabed781:0x5a64b069efdb9f37!8m2!3d39.916693!4d32.8014108!16s%2Fg%2F11bycjg4n6!19sChIJgde-6rZI0xQRN5_b72mwZFo?authuser=0&hl=tr&rclk=1","Atatepe Sitesi","·","Söğütözü Cd."
"https://www.google.com/maps/place/Balgat+K%C3%B6pr%C3%BCs%C3%BC/data=!4m7!3m6!1s0x14d345ff3217f5fb:0xf3152975fb9c9fcb!8m2!3d39.896023!4d32.813778!16s%2Fg%2F11bycfml74!19sChIJ-_UXMv9F0xQRy5-c-3UpFfM?authuser=0&hl=tr&rclk=1","Balgat Köprüsü","·","Mevlana Blv."
"https://www.google.com/maps/place/Cumhurba%C5%9Fkanl%C4%B1%C4%9F%C4%B1/data=!4m7!3m6!1s0x14d348cf5afdcea9:0xfdd7ab1cbacc3f31!8m2!3d39.9232672!4d32.7992475!16s%2Fg%2F11b7q7jdkp!19sChIJqc79Ws9I0xQRMT_Muhyr1_0?authuser=0&hl=tr&rclk=1","Cumhurbaşkanlığı","·","06560"
"https://www.google.com/maps/place/%C3%87ankaya+Lisesi/data=!4m7!3m6!1s0x14d3458004f92ddb:0x5136c988c5953d2e!8m2!3d39.88484!4d32.85307!16s%2Fg%2F11cp6vdn5h!19sChIJ2y35BIBF0xQRLj2VxYjJNlE?authuser=0&hl=tr&rclk=1","Çankaya Lisesi","",""
"","","",""
